ID,Posición,Area,Á.liq.,Grupo de personal,CODIGO POSTAL,Motivo de la RENUNCIA,Tipo de Baja,Banda,Baja,ReglaPHT,Alta,Antigüedad Clas,Antigüedad,Clave de sexo,Lugar de nacimiento,Clasificacion L. N,Edad del empleado,¿Cuanto tiempo tiene viviendo en Cd. Juarez?,Estado Civil,Hijos
123,POS2939,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,21/02/2023,JF010600,26/01/2023,Menos de un Mes,26,Femenino,CIUDAD JUAREZ,CIUDAD ,24,3-4 Years,Soltero,0
124,POS1323,VS1-HOUS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,Impuesta,DO,21/02/2023,JF010600,24/01/2019,4 - 5 Años,1489,Femenino,JUAREZ,CIUDAD ,25,Menos de un año,Soltero,2
125,POS538,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,21/02/2023,JT031800,11/08/2022,1 - 3 Años,194,Femenino,OAXACA,PAIS,26,5-6 Years,U.Libre,1
126,POS538,VS5,S5,Direct,32575,Vol-Estudios,Voluntario,DO,21/02/2023,JT031800,25/08/2022,1 - 3 Años,180,Masculino,CIUDAD JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
127,POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,21/02/2023,JF060600,03/11/2022,1 - 3 Años,110,Femenino,CHIHUAHUA,ESTADO,21,10+ Years,Soltero,0
128,POS2939,VS9-ABS,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,21/02/2023,JS011500,26/01/2023,Menos de un Mes,26,Masculino,CIUDAD JUAREZ,CIUDAD ,20,Menos de un año,Soltero,0
129,POS2939,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,21/02/2023,JS011500,02/02/2023,Menos de un Mes,19,Femenino,OAXACA,PAIS,38,2-3 Years,U.Libre,3
130,POS2939,VS5,S5,Direct,32675,Vol-No regreso / no dio razón,Voluntario,DO,22/02/2023,JF010600,12/01/2023,1 - 6 Meses,41,Masculino,JUAREZ,CIUDAD ,20,3-4 Years,U.Libre,1
131,POS1230,TEF,S5,Indirect,32380,Vol-Transferencia entre planta,Voluntario,DNO,24/02/2023,ADMINIST,25/02/2021,1 - 3 Años,729,Femenino,CHIHUAHUA,ESTADO,25,10+ Years,Soltero,0
132,POS1559,MFS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DNO,24/02/2023,JF010600,14/10/2021,1 - 3 Años,498,Masculino,CHIHUAHUA,ESTADO,23,Menos de un año,Soltero,0
133,POS538,VS1,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DO,27/02/2023,JT031800,26/01/2023,1 - 6 Meses,32,Femenino,OAXACA,PAIS,27,Menos de un año,U.Libre,2
134,POS2939,VS5,S5,Direct,32600,Vol-No regreso / no dio razón,Voluntario,DO,27/02/2023,JS011500,09/02/2023,Menos de un Mes,18,Masculino,CHIHUAHUA,ESTADO,30,Menos de un año,Casado,2
135,POS538,VS1,S5,Direct,32575,Vol-Insatisfacción personal,Voluntario,DO,28/02/2023,JF060600,30/08/2018,4 - 5 Años,1643,Femenino,JUAREZ,CIUDAD ,24,10+ Years,Soltero,0
136,POS1323,VS9-ABS,S5,Direct,32695,Vol-Otro empleo,Voluntario,DO,28/02/2023,JF010600,24/10/2019,4 - 5 Años,1223,Masculino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
137,POS1323,VS4,S5,Direct,32575,Vol-Otro empleo,Voluntario,DO,28/02/2023,JF010600,19/11/2020,1 - 3 Años,831,Femenino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
138,POS538,VS9-ABS,S5,Direct,32575,Vol-Razones médicas,Voluntario,DO,28/02/2023,JF060600,01/12/2022,1 - 3 Años,89,Masculino,CIUDAD JUAREZ,CIUDAD ,32,10+ Years,Casado,0
139,POS907,VS4,S6,Exempt,32350,Vol-Transferencia entre planta,Voluntario,E3,28/02/2023,ADMINIST,01/12/2014,6 - 10 Años,3011,Masculino,JUAREZ,CIUDAD ,30,Menos de un año,Casado,0
140,POS2939,VS5,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,28/02/2023,JS011500,26/01/2023,1 - 6 Meses,33,Femenino,JUAREZ,CIUDAD ,19,Menos de un año,Soltero,0
141,POS1323,VS7,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,28/02/2023,JT012324,04/01/2018,4 - 5 Años,1881,Masculino,JUAREZ,CIUDAD ,25,9-10 Years,Soltero,0
142,POS1921,MFS,S5,Direct,32590,Vol-Otro empleo,Voluntario,DO,28/02/2023,JF010600,02/03/2017,6 - 10 Años,2189,Masculino,TEZIUTLAN,PAIS,24,10+ Years,Soltero,0
143,POS1230,VS7,S5,Direct,32600,Vol-Otro empleo,Voluntario,DNO,28/02/2023,JS011500,20/07/2017,6 - 10 Años,2049,Masculino,MONTERREY,PAIS,24,Menos de un año,Soltero,0
144,POS1921,MFS,S5,Direct,32696,Vol-Cambio de domicilio,Voluntario,DO,28/02/2023,JT012324,31/08/2017,6 - 10 Años,2007,Femenino,TRES VALLES,PAIS,42,10+ Years,Casado,3
145,POS1323,VS1,S5,Direct,32598,Vol-Prob personales y/o fam.,Voluntario,DO,28/02/2023,JS011500,06/10/2022,1 - 3 Años,145,Masculino,CHIHUAHUA,ESTADO,33,10+ Years,Soltero,1
146,POS1921,MFS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,03/03/2023,JS011500,21/07/2022,1 - 3 Años,225,Masculino,GOMEZ PALACIO,ESTADO,29,Menos de un año,U.Libre,3
147,POS2939,VS9-ABS,S5,Direct,32590,Vol-Transferencia entre planta,Voluntario,DO,03/03/2023,JF010600,29/12/2022,1 - 3 Años,64,Femenino,CIUDAD JUAREZ,CIUDAD ,18,Menos de un año,Soltero,0
148,POS1230,VS7,S5,Direct,32573,Vol-Transferencia entre planta,Voluntario,DNO,03/03/2023,JF050600,05/10/2017,6 - 10 Años,1975,Masculino,JUAREZ,CIUDAD ,27,Menos de un año,Soltero,0
149,POS538,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,06/03/2023,JT031800,08/09/2022,1 - 3 Años,179,Femenino,JUAREZ,CIUDAD ,30,Menos de un año,Soltero,0
150,POS538,VS1,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,06/03/2023,JT031800,26/01/2023,1 - 6 Meses,39,Femenino,TUXTEPEC,PAIS,31,Menos de un año,U.Libre,2
151,POS347,LOG,S5,Direct,32160,Vol-Prob personales y/o fam.,Voluntario,DNO,07/03/2023,JS011500,01/12/2022,1 - 3 Años,96,Masculino,DURANGO,PAIS,31,5-6 Years,Casado,4
152,POS2939,VS7,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,07/03/2023,JF010600,16/02/2023,Menos de un Mes,19,Masculino,COAHUILA,PAIS,19,10+ Years,Soltero,0
153,POS2939,VS7,S5,Direct,32599,Vol-Cambio de domicilio,Voluntario,DO,07/03/2023,JF010600,16/02/2023,Menos de un Mes,19,Masculino,MOTOZINTLA,PAIS,21,6-7 Years,Soltero,0
154,POS347,LOG,S5,Direct,32600,Vol-Prob personales y/o fam.,Voluntario,DNO,07/03/2023,JT012324,15/04/2021,1 - 3 Años,691,Masculino,DURANGO,PAIS,31,9-10 Years,U.Libre,2
155,POS538,VS9-ABS,S5,Direct,32575,Vol-Insatisfacción personal,Voluntario,DO,07/03/2023,JT031800,08/09/2022,1 - 3 Años,180,Masculino,GENERAL SIMON BOLIVAR,PAIS,26,10+ Years,U.Libre,1
156,POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,07/03/2023,JS011500,03/10/2022,1 - 3 Años,155,Masculino,CIUDAD JUAREZ,CIUDAD ,28,Menos de un año,U.Libre,0
157,POS1323,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,07/03/2023,JF010600,10/11/2022,1 - 3 Años,117,Masculino,AZTECA CIUDAD JUAREZ,CIUDAD ,27,10+ Years,Soltero,1
158,POS347,LOG,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DNO,09/03/2023,JT012324,15/12/2022,1 - 3 Años,84,Masculino,OAXACA,PAIS,24,5-6 Years,Soltero,0
159,POS2076,HRL,S6,Exempt,32540,Vol-Otro empleo,Voluntario,E3,10/03/2023,ADMINIST,18/10/2018,4 - 5 Años,1604,Femenino,JUAREZ,CIUDAD ,48,Menos de un año,Casado,2
160,POS2803,VS1,S5,Direct,32696,Imp.Tra-LFT y/o Reglamento Int.,Impuesta,DNO,10/03/2023,JS011500,13/09/2018,4 - 5 Años,1639,Masculino,CHIHUAHUA,ESTADO,28,Menos de un año,Soltero,0
161,POS347,LOG,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DNO,13/03/2023,JF010600,08/12/2022,1 - 3 Años,95,Masculino,JUAREZ,CIUDAD ,37,10+ Years,U.Libre,5
162,POS538,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,13/03/2023,JT031800,16/02/2023,Menos de un Mes,25,Femenino,VERACRUZ,PAIS,41,Menos de un año,Casado,3
163,POS1323,VS9-ABS,S5,Direct,32599,Vol-Ambiente de trabajo,Voluntario,DO,14/03/2023,JF010600,24/11/2022,1 - 3 Años,110,Masculino,CHIHUAHUA,ESTADO,20,10+ Years,Soltero,0
164,POS2939,VS5,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,14/03/2023,JT012324,17/01/2023,1 - 6 Meses,56,Femenino,PENJAMO,PAIS,39,9-10 Years,Casado,4
165,POS2939,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,14/03/2023,JF010600,09/02/2023,1 - 6 Meses,33,Femenino,DURANGO,PAIS,19,5-6 Years,Soltero,0
166,POS1376,MFS,S5,Direct,32575,Vol-Otro empleo,Voluntario,DNO,14/03/2023,JS011500,04/03/2015,6 - 10 Años,2932,Masculino,TATAUICAPAN,PAIS,31,Menos de un año,U.Libre,2
167,POS1323,VS1-HOUS,S5,Direct,32575,Vol-Otro empleo,Voluntario,DO,14/03/2023,JS011500,06/10/2022,1 - 3 Años,159,Masculino,CHIHUAHUA,ESTADO,28,10+ Years,Soltero,0
168,POS1323,VS9-ABS,S5,Direct,32695,Vol-Prob personales y/o fam.,Voluntario,DO,14/03/2023,JS011500,01/12/2022,1 - 3 Años,103,Masculino,CD. GOMEZ PALACIO,ESTADO,46,10+ Years,Soltero,0
169,POS1323,VS9-ABS,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DO,15/03/2023,JF010600,08/12/2022,1 - 3 Años,97,Masculino,CHIHUAHUA,ESTADO,35,10+ Years,Soltero,0
170,POS2939,VS4,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,15/03/2023,JT012324,09/02/2023,1 - 6 Meses,34,Masculino,CHIHUAHUA,ESTADO,26,9-10 Years,U.Libre,0
171,POS907,VS9-ABS,S6,Exempt,32546,Vol-Otro empleo,Voluntario,E4,17/03/2023,ADMINIST,18/03/2013,6 - 10 Años,3651,Masculino,TORREON,PAIS,51,Menos de un año,Casado,3
172,POS1921,MFS,S5,Direct,32599,Vol-Transferencia entre planta,Voluntario,DO,17/03/2023,JS011500,07/01/2021,1 - 3 Años,799,Femenino,JUAREZ,CIUDAD ,26,Menos de un año,Soltero,1
173,POS347,LOG,S5,Direct,32594,Vol-Otro empleo,Voluntario,DNO,21/03/2023,JS011500,01/12/2022,1 - 3 Años,110,Masculino,VERACRUZ,PAIS,27,7-8 Years,U.Libre,1
174,POS1323,VS9-ABS,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,21/03/2023,JF010600,29/09/2022,1 - 3 Años,173,Masculino,JUAREZ,CIUDAD ,19,10+ Years,Soltero,0
175,POS2939,VS9-ABS,S5,Direct,32599,Vol-Cambio de domicilio,Voluntario,DO,21/03/2023,JF010600,05/01/2023,1 - 6 Meses,75,Femenino,CIUDAD JUAREZ,CIUDAD ,20,10+ Years,Soltero,0
176,POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,21/03/2023,JT031800,10/01/2023,1 - 6 Meses,70,Masculino,JUAREZ,CIUDAD ,25,10+ Years,Casado,2
177,POS2939,VS5,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DO,21/03/2023,JS011500,10/01/2023,1 - 6 Meses,70,Femenino,DURANGO,PAIS,33,Menos de un año,Soltero,1
178,POS538,VS1,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,21/03/2023,JT031800,09/02/2023,1 - 6 Meses,40,Femenino,CIUDAD JUAREZ,CIUDAD ,23,Menos de un año,Soltero,1
179,POS2939,VS1-HOUS,S5,Direct,32695,Vol-Transferencia entre planta,Voluntario,DO,21/03/2023,JF010600,09/03/2023,Menos de un Mes,12,Masculino,CD. JUAREZ,CIUDAD ,19,Menos de un año,Soltero,0
180,POS1380,MFS,S5,Direct,32576,Vol-Insatisfacción personal,Voluntario,DO,21/03/2023,JF060600,18/01/2017,6 - 10 Años,2253,Masculino,JUAREZ,CIUDAD ,25,10+ Years,Soltero,0
181,POS347,LOG,S5,Direct,32500,Vol-Prob personales y/o fam.,Voluntario,DNO,21/03/2023,JT012324,03/08/2017,6 - 10 Años,2056,Masculino,TUXTEPEC,PAIS,25,9-10 Years,Soltero,0
182,POS1230,VS7,S5,Direct,32200,Vol-Otro empleo,Voluntario,DNO,21/03/2023,JS011500,06/02/2013,6 - 10 Años,3695,Masculino,VERACRUZ,PAIS,41,Menos de un año,Casado,2
183,POS1323,VS7,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,21/03/2023,JF010600,21/09/2016,6 - 10 Años,2372,Femenino,OAXACA,PAIS,35,7-8 Years,Soltero,0
184,POS2939,VS9-ABS,S5,Direct,32570,Vol-Estudios,Voluntario,DO,21/03/2023,JS011500,29/12/2022,1 - 3 Años,82,Masculino,JUAREZ,CIUDAD ,19,3-4 Years,Soltero,0
185,POS841,HRL,S6,Managers,32472,Vol-Transferencia entre planta,Voluntario,SL1,24/03/2023,ADMINIST,09/01/2012,10+ Años,4092,Masculino,JUAREZ,CIUDAD ,33,Menos de un año,Soltero,0
186,POS1230,VS5,S5,Direct,32573,Vol-Transferencia entre planta,Voluntario,DNO,24/03/2023,ADMINIST,22/10/2014,6 - 10 Años,3075,Masculino,CD. JUAREZ,CIUDAD ,34,Menos de un año,Soltero,0
187,POS907,VS9-ABS,S6,Exempt,32668,Vol-Transferencia entre planta,Voluntario,E3,25/03/2023,ADMINIST,18/05/2016,6 - 10 Años,2502,Femenino,HIDALGO DEL PARRAL,ESTADO,42,Menos de un año,Soltero,0
188,POS2167,TEF,S5,Direct,32594,Vol-Prob personales y/o fam.,Voluntario,DNO,28/03/2023,JS011500,31/08/2016,6 - 10 Años,2400,Masculino,JUAREZ,CIUDAD ,27,10+ Years,Soltero,1
189,POS1323,VS9-ABS,S5,Direct,32584,Vol-Insatisfacción personal,Voluntario,DO,28/03/2023,JT012324,13/12/2018,4 - 5 Años,1566,Femenino,JUAREZ,CIUDAD ,32,9-10 Years,U.Libre,2
190,POS1230,VS1,S5,Direct,32575,Vol-Otro empleo,Voluntario,DNO,28/03/2023,JF010600,22/12/2022,1 - 3 Años,96,Masculino,DURANGO,PAIS,24,Menos de un año,Casado,2
191,POS538,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,28/03/2023,JT031800,10/01/2023,1 - 6 Meses,77,Femenino,CIUDAD JUAREZ,CIUDAD ,19,10+ Years,Soltero,0
192,POS2939,VS1-HOUS,S5,Direct,32575,Vol-Insatisfacción personal,Voluntario,DO,28/03/2023,JT012324,17/01/2023,1 - 6 Meses,70,Femenino,JUAREZ,CIUDAD ,26,10+ Years,Soltero,3
193,POS2939,VS5,S5,Direct,32660,Vol-Otro empleo,Voluntario,DO,28/03/2023,JF010600,26/01/2023,1 - 6 Meses,61,Femenino,JUAREZ,CIUDAD ,31,10+ Years,U.Libre,3
194,POS1376,VS5,S5,Direct,32585,Vol-Prob personales y/o fam.,Voluntario,DNO,28/03/2023,JF010600,25/02/2015,6 - 10 Años,2953,Masculino,COATZACOALCOS,PAIS,31,10+ Years,U.Libre,2
195,POS907,VS4,S6,Exempt,32540,Vol-Otro empleo,Voluntario,E4,31/03/2023,ADMINIST,13/03/2006,10+ Años,6227,Masculino,"PARRAL, CHIH",ESTADO,48,Menos de un año,Casado,2
196,POS538,VS1-HOUS,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,03/04/2023,JT031800,24/11/2022,1 - 3 Años,130,Femenino,JUAREZ,CIUDAD ,18,Menos de un año,Soltero,0
197,POS538,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,03/04/2023,JF060600,15/12/2022,1 - 3 Años,109,Femenino,CHIHUAHUA,ESTADO,20,Menos de un año,U.Libre,0
198,POS538,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,03/04/2023,JT031800,22/12/2022,1 - 3 Años,102,Femenino,SAN LUCAS OJITLAN,PAIS,51,Menos de un año,U.Libre,4
199,POS1380,MFS,S5,Direct,32600,Vol-No regreso / no dio razón,Voluntario,DO,03/04/2023,JT031800,05/01/2023,1 - 6 Meses,88,Femenino,CIUDAD JUAREZ,CIUDAD ,23,Menos de un año,Soltero,0
200,POS347,LOG,S5,Direct,32580,Vol-Prob personales y/o fam.,Voluntario,DNO,04/04/2023,JS011500,23/02/2023,1 - 6 Meses,40,Masculino,DURANGO,PAIS,42,10+ Years,Casado,4
201,POS1380,MFS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,04/04/2023,JF060600,01/09/2022,1 - 3 Años,215,Masculino,VERACRUZ,PAIS,40,10+ Years,Casado,3
202,POS538,VS9-ABS,S5,Direct,32575,Vol-Estudios,Voluntario,DO,04/04/2023,JT031800,29/12/2022,1 - 3 Años,96,Masculino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
203,POS2939,VS5,S5,Direct,32695,Vol-Prob personales y/o fam.,Voluntario,DO,04/04/2023,JF010600,19/01/2023,1 - 6 Meses,75,Femenino,CIUDAD JUAREZ,CIUDAD ,18,10+ Years,Soltero,0
204,POS1661,MFS,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,04/04/2023,JS011500,02/03/2023,1 - 6 Meses,33,Femenino,VERACRUZ,PAIS,26,1-2 Years ,Soltero,2
205,POS1323,VS4,S5,Direct,32696,Vol-Estudios,Voluntario,DO,04/04/2023,JS011500,14/01/2021,1 - 3 Años,810,Masculino,JUAREZ,CIUDAD ,20,Menos de un año,Soltero,0
206,POS2817,LOG,S6,Exempt,32553,Vol-Otro empleo,Voluntario,E4,06/04/2023,ADMINIST,23/08/2010,10+ Años,4609,Masculino,LOS MOCHIS,PAIS,44,Menos de un año,Casado,1
207,POS538,VS9-ABS,S5,Direct,32575,Vol-Estudios,Voluntario,DO,11/04/2023,JT031800,03/11/2022,1 - 3 Años,159,Femenino,SANTA BARBARA,PAIS,39,10+ Years,Casado,2
208,POS2939,VS5,S5,Direct,32590,Vol-Estudios,Voluntario,DO,11/04/2023,JS011500,12/01/2023,1 - 6 Meses,89,Femenino,CIUDAD JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
209,POS2939,VS9-ABS,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,11/04/2023,JF010600,19/01/2023,1 - 6 Meses,82,Femenino,CIUDAD JUAREZ,CIUDAD ,44,Menos de un año,Casado,1
210,POS538,VS1,S5,Direct,3720,Vol-No regreso / no dio razón,Voluntario,DO,11/04/2023,JT031800,02/02/2023,1 - 6 Meses,68,Femenino,CIUDAD JUAREZ,CIUDAD ,24,Menos de un año,U.Libre,1
211,POS2939,VS7,S5,Direct,32599,Vol-Cambio de domicilio,Voluntario,DO,11/04/2023,JF010600,23/02/2023,1 - 6 Meses,47,Femenino,COSAMALOAPAN DE CARPIO,PAIS,18,1-2 Years ,U.Libre,1
212,POS2939,VS4,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,11/04/2023,JF010600,09/03/2023,1 - 6 Meses,33,Masculino,CD. JUAREZ,CIUDAD ,19,10+ Years,Soltero,0
213,POS1373,QMM,S5,Direct,32573,Vol-Cambio de domicilio,Voluntario,DNO,11/04/2023,JF010600,01/06/2017,6 - 10 Años,2140,Masculino,DURANGO,PAIS,45,10+ Years,Casado,3
214,POS1230,VS7,S5,Direct,32664,Vol-Transferencia entre planta,Voluntario,DNO,14/04/2023,JF010600,14/10/2021,1 - 3 Años,547,Masculino,CHIHUAHUA,ESTADO,28,3-4 Years,Soltero,0
215,POS1323,VS9-ABS,S5,Direct,32107,Imp.Tra-Jubilación,Impuesta,DO,14/04/2023,JF010600,03/04/2006,10+ Años,6220,Femenino,MATAMOROS COAH.,PAIS,56,Menos de un año,Casado,2
216,POS1921,MFS,S5,Direct,32576,Vol-Prob personales y/o fam.,Voluntario,DO,18/04/2023,JF010600,10/01/2019,4 - 5 Años,1559,Femenino,JUAREZ,CIUDAD ,27,10+ Years,Soltero,0
217,POS1323,VS1,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DO,18/04/2023,JS011500,24/01/2019,4 - 5 Años,1545,Femenino,JUAREZ,CIUDAD ,43,Menos de un año,Casado,3
218,POS1323,VS9-ABS,S5,Direct,32575,Vol-Maternidad,Voluntario,DO,18/04/2023,JF010600,29/10/2020,1 - 3 Años,901,Femenino,CHIHUAHUA,ESTADO,21,10+ Years,Soltero,0
219,POS538,VS7,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,18/04/2023,JT031800,18/08/2022,1 - 3 Años,243,Femenino,TATAHUICAPAN,PAIS,30,10+ Years,U.Libre,4
220,POS1323,VS9-ABS,S5,Direct,32599,Vol-No regreso / no dio razón,Voluntario,DO,18/04/2023,JF010600,01/12/2022,1 - 3 Años,138,Femenino,JUAREZ,CIUDAD ,33,Menos de un año,U.Libre,3
221,POS1323,VS9-ABS,S5,Direct,32574,Vol-Prob personales y/o fam.,Voluntario,DO,18/04/2023,JF010600,08/12/2022,1 - 3 Años,131,Masculino,JUAREZ,CIUDAD ,34,10+ Years,U.Libre,2
222,POS538,VS9-ABS,S5,Direct,32599,Vol-Estudios,Voluntario,DO,18/04/2023,JT031800,15/12/2022,1 - 3 Años,124,Femenino,JUAREZ,CIUDAD ,21,10+ Years,Soltero,0
223,POS2939,VS9-ABS,S5,Direct,32654,Vol-No regreso / no dio razón,Voluntario,DO,18/04/2023,JF010600,02/03/2023,1 - 6 Meses,47,Femenino,CHIHUAHUA,ESTADO,18,Menos de un año,Soltero,0
224,POS1661,MFS,S5,Direct,32599,Vol-Insatisfacción personal,Voluntario,DO,18/04/2023,JS011500,23/03/2023,Menos de un Mes,26,Femenino,VERACRUZ,PAIS,36,Menos de un año,Soltero,0
225,POS2939,VS7,S5,Direct,32590,Vol-No regreso / no dio razón,Voluntario,DO,18/04/2023,JS011500,30/03/2023,Menos de un Mes,19,Femenino,COMALCALCO,PAIS,43,Menos de un año,U.Libre,2
226,POS2003,TEF,S5,Direct,32600,Vol-Cambio de domicilio,Voluntario,DNO,18/04/2023,ADMINIST,18/01/2017,6 - 10 Años,2281,Femenino,LERDO DE TEJADA,ESTADO,35,7-8 Years,Soltero,1
227,POS2003,VS5,S5,Direct,32575,Vol-Otro empleo,Voluntario,DO,18/04/2023,JF010600,16/03/2017,6 - 10 Años,2224,Masculino,VERACRUZ,PAIS,34,10+ Years,U.Libre,0
228,POS538,VS7,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,24/04/2023,JT031800,03/10/2022,1 - 3 Años,203,Masculino,VERACRUZ,PAIS,27,Menos de un año,Soltero,0
229,POS538,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,24/04/2023,JT031800,08/12/2022,1 - 3 Años,137,Masculino,GUERRERO,ESTADO,18,Menos de un año,Soltero,0
230,POS1323,VS9-ABS,S5,Direct,32540,Vol-No regreso / no dio razón,Voluntario,DO,24/04/2023,JF010600,15/12/2022,1 - 3 Años,130,Femenino,JUAREZ,CIUDAD ,21,Menos de un año,Soltero,0
231,POS1323,VS5,S5,Direct,32590,Vol-Estudios,Voluntario,DO,25/04/2023,JT012324,11/03/2021,1 - 3 Años,775,Femenino,CHIHUAHUA,ESTADO,20,10+ Years,Soltero,0
232,POS1323,VS5,S5,Direct,32575,Vol-Cambio de domicilio,Voluntario,DO,25/04/2023,JS011500,25/08/2022,1 - 3 Años,243,Femenino,FRESNILLO,PAIS,36,Menos de un año,U.Libre,3
233,POS538,VS9-ABS,S5,Direct,32696,Vol-Prob personales y/o fam.,Voluntario,DO,25/04/2023,JF060600,03/11/2022,1 - 3 Años,173,Femenino,CHIHUAHUA,ESTADO,22,10+ Years,Soltero,2
234,POS1323,VS9-ABS,S5,Direct,32695,Vol-Transferencia entre planta,Voluntario,DO,25/04/2023,JS011500,03/11/2022,1 - 3 Años,173,Femenino,MATAMOROS,PAIS,30,Menos de un año,U.Libre,1
235,POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,25/04/2023,JS011500,24/11/2022,1 - 3 Años,152,Femenino,CHIHUAHUA,ESTADO,53,Menos de un año,U.Libre,6
236,POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,Voluntario,DO,25/04/2023,JS011500,08/12/2022,1 - 3 Años,138,Masculino,VERACRUZ,PAIS,41,Menos de un año,Casado,3
237,POS538,VS1,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,25/04/2023,JT031800,12/01/2023,1 - 6 Meses,103,Femenino,JUAREZ,CIUDAD ,22,10+ Years,U.Libre,2
238,POS1661,MFS,S5,Direct,32599,Vol-Cambio de domicilio,Voluntario,DO,25/04/2023,JS011500,16/02/2023,1 - 6 Meses,68,Masculino,DURANGO,PAIS,25,10+ Years,Casado,1
239,POS1323,VS1,S5,Direct,32599,Vol-Estudios,Voluntario,DO,25/04/2023,JF010600,25/06/2014,6 - 10 Años,3226,Femenino,VERACRUZ,PAIS,28,10+ Years,Soltero,0
240,POS2939,VS1,S5,Direct,32599,Vol-Prob personales y/o fam.,Voluntario,DO,25/04/2023,JS011500,16/03/2023,1 - 6 Meses,40,Femenino,JUAREZ,CIUDAD ,43,Menos de un año,U.Libre,4
241,POS1380,MFS,S5,Direct,32575,Vol-Razones médicas,Voluntario,DO,02/05/2023,JT031800,14/09/2022,1 - 3 Años,230,Femenino,CHIHUAHUA,ESTADO,44,10+ Years,Soltero,3
242,POS1380,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,Voluntario,DO,02/05/2023,JF060600,22/12/2022,1 - 3 Años,131,Femenino,JUAREZ,CIUDAD ,26,10+ Years,U.Libre,2
243,POS1559,MFS,S5,Direct,32575,Vol-Otro empleo,Voluntario,DNO,02/05/2023,JF010600,15/12/2022,1 - 3 Años,138,Masculino,HUIMANGUILLO,PAIS,24,3-4 Years,Soltero,0
244,POS538,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,Voluntario,DO,02/05/2023,JT031800,09/02/2023,1 - 6 Meses,82,Femenino,CHIHUAHUA,ESTADO,22,Menos de un año,Soltero,1
245,POS1559,MFS,S5,Direct,32695,Vol-Insatisfacción personal,Voluntario,DNO,02/05/2023,JF010600,16/03/2023,1 - 6 Meses,47,Masculino,HIDALGO DE PARRAL,ESTADO,32,10+ Years,U.Libre,1
